Freq.	V(vi)/I(V1)
4.67735141287193e+003	(5.99998349708331e+001dB,1.79993512861539e+002°)
4.78630092322633e+003	(5.99998349944240e+001dB,1.79993361757747e+002°)
4.89778819368441e+003	(5.99998350191245e+001dB,1.79993207134258e+002°)
5.01187233627267e+003	(5.99998350449893e+001dB,1.79993048909087e+002°)
5.12861383991359e+003	(5.99998350720743e+001dB,1.79992886998340e+002°)
5.24807460249767e+003	(5.99998351004333e+001dB,1.79992721316169e+002°)
5.37031796370247e+003	(5.99998351301304e+001dB,1.79992551774726e+002°)
5.49540873857618e+003	(5.99998351612273e+001dB,1.79992378284115e+002°)
5.62341325190343e+003	(5.99998351937885e+001dB,1.79992200752350e+002°)
5.75439937337150e+003	(5.99998352278857e+001dB,1.79992019085298e+002°)
5.88843655355582e+003	(5.99998352635906e+001dB,1.79991833186637e+002°)
6.02559586074351e+003	(5.99998353009768e+001dB,1.79991642957797e+002°)
6.16595001861475e+003	(5.99998353401262e+001dB,1.79991448297917e+002°)
6.30957344480186e+003	(5.99998353811195e+001dB,1.79991249103782e+002°)
6.45654229034648e+003	(5.99998354240449e+001dB,1.79991045269774e+002°)
6.60693448007588e+003	(5.99998354689924e+001dB,1.79990836687817e+002°)
6.76082975391974e+003	(5.99998355160607e+001dB,1.79990623247316e+002°)
6.91830970918928e+003	(5.99998355653448e+001dB,1.79990404835097e+002°)
7.07945784384129e+003	(5.99998356169552e+001dB,1.79990181335355e+002°)
7.24435960074981e+003	(5.99998356709951e+001dB,1.79989952629583e+002°)
7.41310241300908e+003	(5.99998357275820e+001dB,1.79989718596515e+002°)
7.58577575029174e+003	(5.99998357868353e+001dB,1.79989479112060e+002°)
7.76247116628682e+003	(5.99998358488827e+001dB,1.79989234049238e+002°)
7.94328234724272e+003	(5.99998359138528e+001dB,1.79988983278109e+002°)
8.12830516164089e+003	(5.99998359818859e+001dB,1.79988726665706e+002°)
8.31763771102661e+003	(5.99998360531247e+001dB,1.79988464075966e+002°)
8.51138038202366e+003	(5.99998361277226e+001dB,1.79988195369655e+002°)
8.70963589956070e+003	(5.99998362058335e+001dB,1.79987920404297e+002°)
8.91250938133734e+003	(5.99998362876269e+001dB,1.79987639034096e+002°)
9.12010839355898e+003	(5.99998363732753e+001dB,1.79987351109860e+002°)
9.33254300796979e+003	(5.99998364629614e+001dB,1.79987056478922e+002°)
9.54992586021424e+003	(5.99998365568728e+001dB,1.79986754985057e+002°)
9.77237220955798e+003	(5.99998366552081e+001dB,1.79986446468403e+002°)
9.99999999999987e+003	(5.99998367581798e+001dB,1.79986130765371e+002°)
1.02329299228074e+004	(5.99998368660060e+001dB,1.79985807708565e+002°)
1.04712854805089e+004	(5.99998369789128e+001dB,1.79985477126686e+002°)
1.07151930523759e+004	(5.99998370971398e+001dB,1.79985138844446e+002°)
1.09647819614317e+004	(5.99998372209390e+001dB,1.79984792682473e+002°)
1.12201845430195e+004	(5.99998373505730e+001dB,1.79984438457216e+002°)
1.14815362149687e+004	(5.99998374863159e+001dB,1.79984075980849e+002°)
1.17489755493951e+004	(5.99998376284563e+001dB,1.79983705061170e+002°)
1.20226443461740e+004	(5.99998377772942e+001dB,1.79983325501498e+002°)
1.23026877081237e+004	(5.99998379331493e+001dB,1.79982937100573e+002°)
1.25892541179415e+004	(5.99998380963487e+001dB,1.79982539652443e+002°)
1.28824955169312e+004	(5.99998382672383e+001dB,1.79982132946360e+002°)
1.31825673855639e+004	(5.99998384461827e+001dB,1.79981716766665e+002°)
1.34896288259164e+004	(5.99998386335593e+001dB,1.79981290892676e+002°)
1.38038426460287e+004	(5.99998388297673e+001dB,1.79980855098567e+002°)
1.41253754462274e+004	(5.99998390352231e+001dB,1.79980409153254e+002°)
1.44543977074591e+004	(5.99998392503592e+001dB,1.79979952820268e+002°)
1.47910838816819e+004	(5.99998394756374e+001dB,1.79979485857629e+002°)
1.51356124843619e+004	(5.99998397115311e+001dB,1.79979008017722e+002°)
1.54881661891246e+004	(5.99998399585420e+001dB,1.79978519047160e+002°)
1.58489319246109e+004	(5.99998402171931e+001dB,1.79978018686655e+002°)
1.62181009735891e+004	(5.99998404880337e+001dB,1.79977506670876e+002°)
1.65958690743754e+004	(5.99998407716391e+001dB,1.79976982728311e+002°)
1.69824365246172e+004	(5.99998410686112e+001dB,1.79976446581120e+002°)
1.73780082874935e+004	(5.99998413795783e+001dB,1.79975897944991e+002°)
1.77827941003890e+004	(5.99998417051991e+001dB,1.79975336528987e+002°)
1.81970085860996e+004	(5.99998420461666e+001dB,1.79974762035390e+002°)
1.86208713666284e+004	(5.99998424032038e+001dB,1.79974174159549e+002°)
1.90546071796322e+004	(5.99998427770689e+001dB,1.79973572589709e+002°)
1.94984459975802e+004	(5.99998431685495e+001dB,1.79972957006853e+002°)
1.99526231496885e+004	(5.99998435784829e+001dB,1.79972327084532e+002°)
2.04173794466950e+004	(5.99998440077344e+001dB,1.79971682488685e+002°)
2.08929613085401e+004	(5.99998444572136e+001dB,1.79971022877470e+002°)
2.13796208950220e+004	(5.99998449278779e+001dB,1.79970347901077e+002°)
2.18776162394952e+004	(5.99998454207221e+001dB,1.79969657201544e+002°)
2.23872113856831e+004	(5.99998459367940e+001dB,1.79968950412567e+002°)
2.29086765276774e+004	(5.99998464771857e+001dB,1.79968227159305e+002°)
2.34422881531989e+004	(5.99998470430444e+001dB,1.79967487058181e+002°)
2.39883291901946e+004	(5.99998476355715e+001dB,1.79966729716677e+002°)
2.45470891568500e+004	(5.99998482560215e+001dB,1.79965954733127e+002°)
2.51188643150954e+004	(5.99998489057117e+001dB,1.79965161696504e+002°)
2.57039578276883e+004	(5.99998495860184e+001dB,1.79964350186197e+002°)
2.63026799189534e+004	(5.99998502983880e+001dB,1.79963519771794e+002°)
2.69153480392688e+004	(5.99998510443284e+001dB,1.79962670012849e+002°)
2.75422870333813e+004	(5.99998518254222e+001dB,1.79961800458648e+002°)
2.81838293126441e+004	(5.99998526433273e+001dB,1.79960910647970e+002°)
2.88403150312656e+004	(5.99998534997769e+001dB,1.79960000108840e+002°)
2.95120922666634e+004	(5.99998543965856e+001dB,1.79959068358281e+002°)
3.01995172040197e+004	(5.99998553356600e+001dB,1.79958114902058e+002°)
3.09029543251354e+004	(5.99998563189882e+001dB,1.79957139234407e+002°)
3.16227766016833e+004	(5.99998573486573e+001dB,1.79956140837773e+002°)
3.23593656929623e+004	(5.99998584268495e+001dB,1.79955119182534e+002°)
3.31131121482586e+004	(5.99998595558533e+001dB,1.79954073726716e+002°)
3.38844156139197e+004	(5.99998607380617e+001dB,1.79953003915704e+002°)
3.46736850452526e+004	(5.99998619759826e+001dB,1.79951909181953e+002°)
3.54813389233570e+004	(5.99998632722412e+001dB,1.79950788944676e+002°)
3.63078054770096e+004	(5.99998646295854e+001dB,1.79949642609542e+002°)
3.71535229097167e+004	(5.99998660508933e+001dB,1.79948469568353e+002°)
3.80189396320555e+004	(5.99998675391822e+001dB,1.79947269198727e+002°)
3.89045144994275e+004	(5.99998690976050e+001dB,1.79946040863761e+002°)
3.98107170553491e+004	(5.99998707294672e+001dB,1.79944783911690e+002°)
4.07380277804107e+004	(5.99998724382314e+001dB,1.79943497675542e+002°)
4.16869383470329e+004	(5.99998742275171e+001dB,1.79942181472782e+002°)
4.26579518801586e+004	(5.99998761011231e+001dB,1.79940834604946e+002°)
4.36515832240159e+004	(5.99998780630190e+001dB,1.79939456357269e+002°)
4.46683592150956e+004	(5.99998801173673e+001dB,1.79938045998302e+002°)
4.57088189614868e+004	(5.99998822685207e+001dB,1.79936602779519e+002°)
4.67735141287191e+004	(5.99998845210445e+001dB,1.79935125934923e+002°)
4.78630092322631e+004	(5.99998868797113e+001dB,1.79933614680627e+002°)
4.89778819368439e+004	(5.99998893495257e+001dB,1.79932068214446e+002°)
5.01187233627264e+004	(5.99998919357219e+001dB,1.79930485715456e+002°)
5.12861383991357e+004	(5.99998946437842e+001dB,1.79928866343556e+002°)
5.24807460249764e+004	(5.99998974794545e+001dB,1.79927209239029e+002°)
5.37031796370244e+004	(5.99999004487443e+001dB,1.79925513522065e+002°)
5.49540873857616e+004	(5.99999035579513e+001dB,1.79923778292299e+002°)
5.62341325190340e+004	(5.99999068136624e+001dB,1.79922002628326e+002°)
5.75439937337148e+004	(5.99999102227840e+001dB,1.79920185587200e+002°)
5.88843655355580e+004	(5.99999137925430e+001dB,1.79918326203938e+002°)
6.02559586074348e+004	(5.99999175305028e+001dB,1.79916423490989e+002°)
6.16595001861472e+004	(5.99999214445935e+001dB,1.79914476437711e+002°)
6.30957344480183e+004	(5.99999255431087e+001dB,1.79912484009825e+002°)
6.45654229034645e+004	(5.99999298347369e+001dB,1.79910445148851e+002°)
6.60693448007586e+004	(5.99999343285735e+001dB,1.79908358771545e+002°)
6.76082975391971e+004	(5.99999390341451e+001dB,1.79906223769312e+002°)
6.91830970918925e+004	(5.99999439614257e+001dB,1.79904039007604e+002°)
7.07945784384127e+004	(5.99999491208577e+001dB,1.79901803325310e+002°)
7.24435960074979e+004	(5.99999545233769e+001dB,1.79899515534122e+002°)
7.41310241300906e+004	(5.99999601804327e+001dB,1.79897174417899e+002°)
7.58577575029172e+004	(5.99999661040101e+001dB,1.79894778731999e+002°)
7.76247116628679e+004	(5.99999723066682e+001dB,1.79892327202612e+002°)
7.94328234724269e+004	(5.99999788015454e+001dB,1.79889818526056e+002°)
8.12830516164086e+004	(5.99999856024071e+001dB,1.79887251368079e+002°)
8.31763771102658e+004	(5.99999927236594e+001dB,1.79884624363123e+002°)
8.51138038202363e+004	(6.00000001803951e+001dB,1.79881936113588e+002°)
8.70963589956067e+004	(6.00000079884076e+001dB,1.79879185189057e+002°)
8.91250938133731e+004	(6.00000161642411e+001dB,1.79876370125524e+002°)
9.12010839355895e+004	(6.00000247252147e+001dB,1.79873489424586e+002°)
9.33254300796976e+004	(6.00000336894601e+001dB,1.79870541552623e+002°)
9.54992586021420e+004	(6.00000430759664e+001dB,1.79867524939952e+002°)
9.77237220955795e+004	(6.00000529046127e+001dB,1.79864437979965e+002°)
9.99999999999984e+004	(6.00000631962139e+001dB,1.79861279028250e+002°)
1.02329299228074e+005	(6.00000739725647e+001dB,1.79858046401666e+002°)
1.04712854805088e+005	(6.00000852564852e+001dB,1.79854738377431e+002°)
1.07151930523759e+005	(6.00000970718630e+001dB,1.79851353192149e+002°)
1.09647819614317e+005	(6.00001094437163e+001dB,1.79847889040843e+002°)
1.12201845430195e+005	(6.00001223982335e+001dB,1.79844344075941e+002°)
1.14815362149686e+005	(6.00001359628372e+001dB,1.79840716406251e+002°)
1.17489755493951e+005	(6.00001501662351e+001dB,1.79837004095900e+002°)
1.20226443461739e+005	(6.00001650384895e+001dB,1.79833205163250e+002°)
1.23026877081236e+005	(6.00001806110673e+001dB,1.79829317579781e+002°)
1.25892541179415e+005	(6.00001969169200e+001dB,1.79825339268948e+002°)
1.28824955169311e+005	(6.00002139905430e+001dB,1.79821268105012e+002°)
1.31825673855639e+005	(6.00002318680535e+001dB,1.79817101911834e+002°)
1.34896288259163e+005	(6.00002505872639e+001dB,1.79812838461622e+002°)
1.38038426460286e+005	(6.00002701877622e+001dB,1.79808475473687e+002°)
1.41253754462273e+005	(6.00002907109899e+001dB,1.79804010613120e+002°)
1.44543977074590e+005	(6.00003122003385e+001dB,1.79799441489453e+002°)
1.47910838816818e+005	(6.00003347012316e+001dB,1.79794765655284e+002°)
1.51356124843618e+005	(6.00003582612241e+001dB,1.79789980604857e+002°)
1.54881661891246e+005	(6.00003829301056e+001dB,1.79785083772629e+002°)
1.58489319246109e+005	(6.00004087599909e+001dB,1.79780072531734e+002°)
1.62181009735890e+005	(6.00004358054429e+001dB,1.79774944192482e+002°)
1.65958690743753e+005	(6.00004641235808e+001dB,1.79769696000761e+002°)
1.69824365246172e+005	(6.00004937741988e+001dB,1.79764325136408e+002°)
1.73780082874935e+005	(6.00005248198892e+001dB,1.79758828711547e+002°)
1.77827941003889e+005	(6.00005573261771e+001dB,1.79753203768858e+002°)
1.81970085860995e+005	(6.00005913616571e+001dB,1.79747447279811e+002°)
1.86208713666284e+005	(6.00006269981235e+001dB,1.79741556142830e+002°)
1.90546071796322e+005	(6.00006643107397e+001dB,1.79735527181426e+002°)
1.94984459975801e+005	(6.00007033781733e+001dB,1.79729357142259e+002°)
1.99526231496885e+005	(6.00007442827755e+001dB,1.79723042693144e+002°)
2.04173794466949e+005	(6.00007871107371e+001dB,1.79716580420977e+002°)
2.08929613085400e+005	(6.00008319522839e+001dB,1.79709966829666e+002°)
2.13796208950220e+005	(6.00008789018442e+001dB,1.79703198337886e+002°)
2.18776162394952e+005	(6.00009280582546e+001dB,1.79696271276873e+002°)
2.23872113856830e+005	(6.00009795249612e+001dB,1.79689181888077e+002°)
2.29086765276773e+005	(6.00010334102315e+001dB,1.79681926320765e+002°)
2.34422881531988e+005	(6.00010898273719e+001dB,1.79674500629547e+002°)
2.39883291901945e+005	(6.00011488949737e+001dB,1.79666900771840e+002°)
2.45470891568499e+005	(6.00012107371367e+001dB,1.79659122605181e+002°)
2.51188643150954e+005	(6.00012754837360e+001dB,1.79651161884536e+002°)
2.57039578276882e+005	(6.00013432706807e+001dB,1.79643014259463e+002°)
2.63026799189534e+005	(6.00014142401908e+001dB,1.79634675271191e+002°)
2.69153480392687e+005	(6.00014885410901e+001dB,1.79626140349608e+002°)
2.75422870333812e+005	(6.00015663291031e+001dB,1.79617404810146e+002°)
2.81838293126440e+005	(6.00016477671641e+001dB,1.79608463850516e+002°)
2.88403150312656e+005	(6.00017330257581e+001dB,1.79599312547385e+002°)
2.95120922666633e+005	(6.00018222832556e+001dB,1.79589945852899e+002°)
3.01995172040196e+005	(6.00019157262701e+001dB,1.79580358591087e+002°)
3.09029543251354e+005	(6.00020135500304e+001dB,1.79570545454131e+002°)
3.16227766016832e+005	(6.00021159587746e+001dB,1.79560500998472e+002°)
3.23593656929623e+005	(6.00022231661539e+001dB,1.79550219640857e+002°)
3.31131121482585e+005	(6.00023353956513e+001dB,1.79539695654105e+002°)
3.38844156139197e+005	(6.00024528810273e+001dB,1.79528923162810e+002°)
3.46736850452526e+005	(6.00025758667771e+001dB,1.79517896138836e+002°)
3.54813389233569e+005	(6.00027046086154e+001dB,1.79506608396654e+002°)
3.63078054770095e+005	(6.00028393739659e+001dB,1.79495053588447e+002°)
3.71535229097166e+005	(6.00029804424902e+001dB,1.79483225199087e+002°)
3.80189396320555e+005	(6.00031281066199e+001dB,1.79471116540843e+002°)
3.89045144994274e+005	(6.00032826721345e+001dB,1.79458720747920e+002°)
3.98107170553490e+005	(6.00034444587291e+001dB,1.79446030770708e+002°)
4.07380277804106e+005	(6.00036138006403e+001dB,1.79433039369866e+002°)
4.16869383470328e+005	(6.00037910472689e+001dB,1.79419739110085e+002°)
4.26579518801585e+005	(6.00039765638450e+001dB,1.79406122353633e+002°)
4.36515832240158e+005	(6.00041707321157e+001dB,1.79392181253574e+002°)
4.46683592150955e+005	(6.00043739510505e+001dB,1.79377907746726e+002°)
4.57088189614867e+005	(6.00045866375785e+001dB,1.79363293546256e+002°)
4.67735141287190e+005	(6.00048092273695e+001dB,1.79348330134041e+002°)
4.78630092322630e+005	(6.00050421756075e+001dB,1.79333008752531e+002°)
4.89778819368438e+005	(6.00052859578345e+001dB,1.79317320396369e+002°)
5.01187233627263e+005	(6.00055410707943e+001dB,1.79301255803592e+002°)
5.12861383991356e+005	(6.00058080333209e+001dB,1.79284805446360e+002°)
5.24807460249763e+005	(6.00060873872526e+001dB,1.79267959521327e+002°)
5.37031796370243e+005	(6.00063796983793e+001dB,1.79250707939507e+002°)
5.49540873857615e+005	(6.00066855574212e+001dB,1.79233040315658e+002°)
5.62341325190339e+005	(6.00070055810429e+001dB,1.79214945957191e+002°)
5.75439937337147e+005	(6.00073404128940e+001dB,1.79196413852493e+002°)
5.88843655355579e+005	(6.00076907246774e+001dB,1.79177432658667e+002°)
6.02559586074347e+005	(6.00080572172716e+001dB,1.79157990688748e+002°)
6.16595001861471e+005	(6.00084406218586e+001dB,1.79138075898198e+002°)
6.30957344480182e+005	(6.00088417011035e+001dB,1.79117675870748e+002°)
6.45654229034644e+005	(6.00092612503508e+001dB,1.79096777803557e+002°)
6.60693448007584e+005	(6.00097000988671e+001dB,1.79075368491600e+002°)
6.76082975391970e+005	(6.00101591110927e+001dB,1.79053434311246e+002°)
6.91830970918924e+005	(6.00106391879470e+001dB,1.79030961202998e+002°)
7.07945784384125e+005	(6.00111412681408e+001dB,1.79007934653419e+002°)
7.24435960074977e+005	(6.00116663295265e+001dB,1.78984339676021e+002°)
7.41310241300904e+005	(6.00122153904537e+001dB,1.78960160791192e+002°)
7.58577575029170e+005	(6.00127895111786e+001dB,1.78935382005172e+002°)
7.76247116628678e+005	(6.00133897952548e+001dB,1.78909986787829e+002°)
7.94328234724267e+005	(6.00140173909618e+001dB,1.78883958049293e+002°)
8.12830516164085e+005	(6.00146734927400e+001dB,1.78857278115449e+002°)
8.31763771102656e+005	(6.00153593426265e+001dB,1.78829928702074e+002°)
8.51138038202361e+005	(6.00160762316949e+001dB,1.78801890887598e+002°)
8.70963589956065e+005	(6.00168255014953e+001dB,1.78773145084572e+002°)
8.91250938133729e+005	(6.00176085454777e+001dB,1.78743671009505e+002°)
9.12010839355893e+005	(6.00184268104064e+001dB,1.78713447651234e+002°)
9.33254300796974e+005	(6.00192817977215e+001dB,1.78682453237513e+002°)
9.54992586021419e+005	(6.00201750649165e+001dB,1.78650665200089e+002°)
9.77237220955793e+005	(6.00211082268073e+001dB,1.78618060137665e+002°)
9.99999999999982e+005	(6.00220829568011e+001dB,1.78584613777348e+002°)
1.02329299228074e+006	(6.00231009880613e+001dB,1.78550300933654e+002°)
1.04712854805088e+006	(6.00241641146017e+001dB,1.78515095465875e+002°)
1.07151930523759e+006	(6.00252741922867e+001dB,1.78478970232954e+002°)
1.09647819614316e+006	(6.00264331397060e+001dB,1.78441897046249e+002°)
1.12201845430194e+006	(6.00276429389315e+001dB,1.78403846619886e+002°)
1.14815362149686e+006	(6.00289056361004e+001dB,1.78364788518708e+002°)
1.17489755493951e+006	(6.00302233418596e+001dB,1.78324691103603e+002°)
1.20226443461739e+006	(6.00315982315636e+001dB,1.78283521474188e+002°)
1.23026877081236e+006	(6.00330325452883e+001dB,1.78241245408896e+002°)
1.25892541179414e+006	(6.00345285875761e+001dB,1.78197827301997e+002°)
1.28824955169311e+006	(6.00360887268985e+001dB,1.78153230097948e+002°)
1.31825673855638e+006	(6.00377153947984e+001dB,1.78107415222540e+002°)
1.34896288259163e+006	(6.00394110846907e+001dB,1.78060342511108e+002°)
1.38038426460286e+006	(6.00411783502625e+001dB,1.78011970133505e+002°)
1.41253754462273e+006	(6.00430198034488e+001dB,1.77962254515966e+002°)
1.44543977074590e+006	(6.00449381119198e+001dB,1.77911150259528e+002°)
1.47910838816818e+006	(6.00469359960661e+001dB,1.77858610055423e+002°)
1.51356124843618e+006	(6.00490162253752e+001dB,1.77804584596793e+002°)
1.54881661891245e+006	(6.00511816142122e+001dB,1.77749022487460e+002°)
1.58489319246108e+006	(6.00534350168936e+001dB,1.77691870146996e+002°)
1.62181009735890e+006	(6.00557793220185e+001dB,1.77633071712759e+002°)
1.65958690743753e+006	(6.00582174459868e+001dB,1.77572568938545e+002°)
1.69824365246171e+006	(6.00607523256328e+001dB,1.77510301090050e+002°)
1.73780082874934e+006	(6.00633869099197e+001dB,1.77446204837519e+002°)
1.77827941003889e+006	(6.00661241505922e+001dB,1.77380214145136e+002°)
1.81970085860995e+006	(6.00689669917319e+001dB,1.77312260157975e+002°)
1.86208713666283e+006	(6.00719183581284e+001dB,1.77242271086326e+002°)
1.90546071796321e+006	(6.00749811423892e+001dB,1.77170172087882e+002°)
1.94984459975801e+006	(6.00781581906645e+001dB,1.77095885147872e+002°)
1.99526231496884e+006	(6.00814522869777e+001dB,1.77019328958011e+002°)
2.04173794466949e+006	(6.00848661359774e+001dB,1.76940418793839e+002°)
2.08929613085400e+006	(6.00884023440955e+001dB,1.76859066392075e+002°)
2.13796208950219e+006	(6.00920633989938e+001dB,1.76775179827528e+002°)
2.18776162394951e+006	(6.00958516471864e+001dB,1.76688663390879e+002°)
2.23872113856830e+006	(6.00997692698006e+001dB,1.76599417467673e+002°)
2.29086765276773e+006	(6.01038182563172e+001dB,1.76507338419526e+002°)
2.34422881531988e+006	(6.01080003763132e+001dB,1.76412318468476e+002°)
2.39883291901944e+006	(6.01123171490044e+001dB,1.76314245585096e+002°)
2.45470891568498e+006	(6.01167698106310e+001dB,1.76213003381995e+002°)
2.51188643150953e+006	(6.01213592795276e+001dB,1.76108471013277e+002°)
2.57039578276881e+006	(6.01260861189117e+001dB,1.76000523081774e+002°)
2.63026799189533e+006	(6.01309504972626e+001dB,1.75889029554787e+002°)
2.69153480392686e+006	(6.01359521463316e+001dB,1.75773855690381e+002°)
2.75422870333811e+006	(6.01410903167418e+001dB,1.75654861975422e+002°)
2.81838293126440e+006	(6.01463637311435e+001dB,1.75531904076753e+002°)
2.88403150312655e+006	(6.01517705350473e+001dB,1.75404832808085e+002°)
2.95120922666633e+006	(6.01573082452524e+001dB,1.75273494113144e+002°)
3.01995172040196e+006	(6.01629736960503e+001dB,1.75137729067929e+002°)
3.09029543251353e+006	(6.01687629832301e+001dB,1.74997373903381e+002°)
3.16227766016832e+006	(6.01746714060331e+001dB,1.74852260050785e+002°)
3.23593656929622e+006	(6.01806934072220e+001dB,1.74702214211446e+002°)
3.31131121482585e+006	(6.01868225114210e+001dB,1.74547058452878e+002°)
3.38844156139196e+006	(6.01930512619671e+001dB,1.74386610333517e+002°)
3.46736850452525e+006	(6.01993711565224e+001dB,1.74220683057372e+002°)
3.54813389233568e+006	(6.02057725817726e+001dB,1.74049085661025e+002°)
3.63078054770094e+006	(6.02122447474458e+001dB,1.73871623234468e+002°)
3.71535229097165e+006	(6.02187756201507e+001dB,1.73688097177222e+002°)
3.80189396320554e+006	(6.02253518573001e+001dB,1.73498305491221e+002°)
3.89045144994273e+006	(6.02319587417119e+001dB,1.73302043112329e+002°)
3.98107170553489e+006	(6.02385801171641e+001dB,1.73099102280510e+002°)
4.07380277804105e+006	(6.02451983256397e+001dB,1.72889272950384e+002°)
4.16869383470327e+006	(6.02517941466008e+001dB,1.72672343241919e+002°)
4.26579518801584e+006	(6.02583467389402e+001dB,1.72448099932161e+002°)
4.36515832240157e+006	(6.02648335862125e+001dB,1.72216328987159e+002°)
4.46683592150954e+006	(6.02712304456575e+001dB,1.71976816133965e+002°)
4.57088189614866e+006	(6.02775113017568e+001dB,1.71729347471743e+002°)
4.67735141287189e+006	(6.02836483247605e+001dB,1.71473710120417e+002°)
4.78630092322629e+006	(6.02896118349249e+001dB,1.71209692905105e+002°)
4.89778819368436e+006	(6.02953702730407e+001dB,1.70937087074512e+002°)
5.01187233627262e+006	(6.03008901777195e+001dB,1.70655687049745e+002°)
5.12861383991355e+006	(6.03061361701439e+001dB,1.70365291201641e+002°)
5.24807460249762e+006	(6.03110709466445e+001dB,1.70065702651446e+002°)
5.37031796370242e+006	(6.03156552796587e+001dB,1.69756730092845e+002°)
5.49540873857613e+006	(6.03198480274547e+001dB,1.69438188629116e+002°)
5.62341325190338e+006	(6.03236061529758e+001dB,1.69109900622129e+002°)
5.75439937337145e+006	(6.03268847520496e+001dB,1.68771696547573e+002°)
5.88843655355577e+006	(6.03296370912769e+001dB,1.68423415851170e+002°)
6.02559586074345e+006	(6.03318146555537e+001dB,1.68064907800812e+002°)
6.16595001861470e+006	(6.03333672054751e+001dB,1.67696032328696e+002°)
6.30957344480180e+006	(6.03342428444638e+001dB,1.67316660858227e+002°)
6.45654229034642e+006	(6.03343880954439e+001dB,1.66926677109858e+002°)
6.60693448007582e+006	(6.03337479870790e+001dB,1.66525977880616e+002°)
6.76082975391968e+006	(6.03322661489524e+001dB,1.66114473791013e+002°)
6.91830970918922e+006	(6.03298849156100e+001dB,1.65692089996197e+002°)
7.07945784384123e+006	(6.03265454388447e+001dB,1.65258766853633e+002°)
7.24435960074975e+006	(6.03221878077490e+001dB,1.64814460546069e+002°)
7.41310241300902e+006	(6.03167511758758e+001dB,1.64359143651883e+002°)
7.58577575029168e+006	(6.03101738950394e+001dB,1.63892805662715e+002°)
7.76247116628676e+006	(6.03023936548714e+001dB,1.63415453443011e+002°)
7.94328234724265e+006	(6.02933476274434e+001dB,1.62927111628062e+002°)
8.12830516164082e+006	(6.02829726163874e+001dB,1.62427822961175e+002°)
8.31763771102654e+006	(6.02712052094380e+001dB,1.61917648564915e+002°)
8.51138038202359e+006	(6.02579819338723e+001dB,1.61396668147215e+002°)
8.70963589956062e+006	(6.02432394139400e+001dB,1.60864980141096e+002°)
8.91250938133727e+006	(6.02269145295847e+001dB,1.60322701777149e+002°)
9.12010839355890e+006	(6.02089445756091e+001dB,1.59769969089908e+002°)
9.33254300796971e+006	(6.01892674207434e+001dB,1.59206936857797e+002°)
9.54992586021416e+006	(6.01678216656289e+001dB,1.58633778477677e+002°)
9.77237220955790e+006	(6.01445467995138e+001dB,1.58050685776581e+002°)
9.99999999999979e+006	(6.01193833544380e+001dB,1.57457868759103e+002°)
1.02329299228073e+007	(6.00922730569534e+001dB,1.56855555295931e+002°)
1.04712854805088e+007	(6.00631589762963e+001dB,1.56243990752337e+002°)
1.07151930523758e+007	(6.00319856689157e+001dB,1.55623437560601e+002°)
1.09647819614316e+007	(5.99986993186559e+001dB,1.54994174737688e+002°)
1.12201845430194e+007	(5.99632478721419e+001dB,1.54356497350147e+002°)
1.14815362149686e+007	(5.99255811692017e+001dB,1.53710715929867e+002°)
1.17489755493950e+007	(5.98856510676194e+001dB,1.53057155841313e+002°)
1.20226443461739e+007	(5.98434115621379e+001dB,1.52396156604025e+002°)
1.23026877081236e+007	(5.97988188971764e+001dB,1.51728071171537e+002°)
1.25892541179414e+007	(5.97518316731133e+001dB,1.51053265170620e+002°)
1.28824955169311e+007	(5.97024109456780e+001dB,1.50372116101913e+002°)
1.31825673855638e+007	(5.96505203181913e+001dB,1.49685012504661e+002°)
1.34896288259162e+007	(5.95961260265146e+001dB,1.48992353089715e+002°)
1.38038426460286e+007	(5.95391970160794e+001dB,1.48294545840350e+002°)
1.41253754462272e+007	(5.94797050112320e+001dB,1.47592007087479e+002°)
1.44543977074590e+007	(5.94176245761039e+001dB,1.46885160558684e+002°)
1.47910838816818e+007	(5.93529331671126e+001dB,1.46174436406066e+002°)
1.51356124843618e+007	(5.92856111768247e+001dB,1.45460270216413e+002°)
1.54881661891245e+007	(5.92156419687290e+001dB,1.44743102004618e+002°)
1.58489319246108e+007	(5.91430119030852e+001dB,1.44023375197096e+002°)
1.62181009735889e+007	(5.90677103534549e+001dB,1.43301535607157e+002°)
1.65958690743752e+007	(5.89897297137077e+001dB,1.42578030404894e+002°)
1.69824365246171e+007	(5.89090653958671e+001dB,1.41853307089866e+002°)
1.73780082874934e+007	(5.88257158181192e+001dB,1.41127812465394e+002°)
1.77827941003888e+007	(5.87396823836170e+001dB,1.40401991623431e+002°)
1.81970085860994e+007	(5.86509694496432e+001dB,1.39676286941482e+002°)
1.86208713666283e+007	(5.85595842876144e+001dB,1.38951137097057e+002°)
1.90546071796321e+007	(5.84655370338410e+001dB,1.38226976104013e+002°)
1.94984459975800e+007	(5.83688406315515e+001dB,1.37504232375383e+002°)
1.99526231496884e+007	(5.82695107641684e+001dB,1.36783327815717e+002°)
2.04173794466948e+007	(5.81675657805061e+001dB,1.36064676949424e+002°)
2.08929613085399e+007	(5.80630266121099e+001dB,1.35348686086049e+002°)
2.13796208950219e+007	(5.79559166832500e+001dB,1.34635752529103e+002°)
